"indicator","geography_code","quintile","period","numerator","indicator_measure","lower_confidence_interval","upper_confidence_interval","definition","relative_inequality_gap","lower_confidence_interval_relative_ineq","upper_confidence_interval_relative_ineq","absolute_inequality_gap","lower_confidence_interval_absolute_ineq","upper_confidence_interval_absolute_ineq","population_attributable_risk"
"Psychiatric patient hospitalisations","S12000019","4","2008/09 to 2010/11 financial years; 3-year aggregates",29,195.5,128.2,284.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2008/09 to 2010/11 financial years; 3-year aggregates",22.3,171.6,97.1,273.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2008/09 to 2010/11 financial years; 3-year aggregates",175.3,235.9,200.1,276,"Age-sex standardised rate per 100,000",39.5,18,61,186.2,84.7,287.7,27.3
"Psychiatric patient hospitalisations","S12000019","1 - most deprived","2009/10 to 2011/12 financial years; 3-year aggregates",47.7,311.6,224,420.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","2","2009/10 to 2011/12 financial years; 3-year aggregates",41,278.7,194.5,385.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","3","2009/10 to 2011/12 financial years; 3-year aggregates",34,216,147.4,304.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","4","2009/10 to 2011/12 financial years; 3-year aggregates",28.3,178.9,118,259.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2009/10 to 2011/12 financial years; 3-year aggregates",22.3,165,97.5,257.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2009/10 to 2011/12 financial years; 3-year aggregates",173.3,231,195.9,270.2,"Age-sex standardised rate per 100,000",42.6,26.8,58.4,196.9,124,269.7,28.3
"Psychiatric patient hospitalisations","S12000019","1 - most deprived","2010/11 to 2012/13 financial years; 3-year aggregates",40.3,258.7,181.5,356.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","2","2010/11 to 2012/13 financial years; 3-year aggregates",48.7,322.8,234.9,431.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","3","2010/11 to 2012/13 financial years; 3-year aggregates",34.7,213.3,147,298.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","4","2010/11 to 2012/13 financial years; 3-year aggregates",24.3,155.3,98.9,231.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2010/11 to 2012/13 financial years; 3-year aggregates",22.3,152.4,92,235.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2010/11 to 2012/13 financial years; 3-year aggregates",170.3,220.8,187.7,257.8,"Age-sex standardised rate per 100,000",42.8,-9.5,95.2,189.1,-42.1,420.3,30.7
"Psychiatric patient hospitalisations","S12000019","1 - most deprived","2011/12 to 2013/14 financial years; 3-year aggregates",42.3,269.5,192,367,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","2","2011/12 to 2013/14 financial years; 3-year aggregates",49.7,325.9,239.7,432.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","3","2011/12 to 2013/14 financial years; 3-year aggregates",33.3,205.1,140.2,289.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","4","2011/12 to 2013/14 financial years; 3-year aggregates",27,173.8,110.5,258.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2011/12 to 2013/14 financial years; 3-year aggregates",21.7,148.3,90.3,228.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2011/12 to 2013/14 financial years; 3-year aggregates",174,221.7,189.1,258.1,"Age-sex standardised rate per 100,000",44.3,-3.6,92.3,196.6,-15.9,409,33.7
"Psychiatric patient hospitalisations","S12000019","1 - most deprived","2012/13 to 2014/15 financial years; 3-year aggregates",45,277.3,201.2,372.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","2","2012/13 to 2014/15 financial years; 3-year aggregates",43,274.7,197.8,371.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","3","2012/13 to 2014/15 financial years; 3-year aggregates",33.3,199.4,136.8,280.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","4","2012/13 to 2014/15 financial years; 3-year aggregates",29.3,193.1,126.4,280.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2012/13 to 2014/15 financial years; 3-year aggregates",23.7,165.1,102.1,250.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2012/13 to 2014/15 financial years; 3-year aggregates",174.3,218.2,186.4,253.7,"Age-sex standardised rate per 100,000",35.1,13.5,56.7,153.1,58.7,247.5,25.5
"Psychiatric patient hospitalisations","S12000019","1 - most deprived","2013/14 to 2015/16 financial years; 3-year aggregates",51.7,315.6,234.8,415.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","2","2013/14 to 2015/16 financial years; 3-year aggregates",39,246,173.9,337.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","3","2013/14 to 2015/16 financial years; 3-year aggregates",35.3,215.1,148.4,300.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","4","2013/14 to 2015/16 financial years; 3-year aggregates",34,222.4,149.8,316.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2013/14 to 2015/16 financial years; 3-year aggregates",25,171.5,108,257.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2013/14 to 2015/16 financial years; 3-year aggregates",185,229.6,197.1,265.9,"Age-sex standardised rate per 100,000",34.1,9.8,58.5,156.8,45.2,268.4,26.7
"Psychiatric patient hospitalisations","S12000019","1 - most deprived","2014/15 to 2016/17 financial years; 3-year aggregates",50,302.4,223.7,399.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","2","2014/15 to 2016/17 financial years; 3-year aggregates",35.7,221.6,153.3,309.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","3","2014/15 to 2016/17 financial years; 3-year aggregates",38,231.4,161.8,320,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","4","2014/15 to 2016/17 financial years; 3-year aggregates",33,209.9,141.3,298.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2014/15 to 2016/17 financial years; 3-year aggregates",26.7,177.5,112.8,263.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2014/15 to 2016/17 financial years; 3-year aggregates",183.3,225.2,193,261.1,"Age-sex standardised rate per 100,000",29.2,3.4,55.1,131.6,15.1,248,22.3
"Psychiatric patient hospitalisations","S12000019","1 - most deprived","2015/16 to 2017/18 financial years; 3-year aggregates",48.3,296.9,218.2,394.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","2","2015/16 to 2017/18 financial years; 3-year aggregates",39.7,237.1,167.6,325.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","3","2015/16 to 2017/18 financial years; 3-year aggregates",44,261.4,187.9,353.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","4","2015/16 to 2017/18 financial years; 3-year aggregates",27.3,172.1,110.8,253.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2015/16 to 2017/18 financial years; 3-year aggregates",23.3,142.7,89,215.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2015/16 to 2017/18 financial years; 3-year aggregates",182.7,220.4,188.9,255.5,"Age-sex standardised rate per 100,000",42.5,11.7,73.3,187.2,51.6,322.9,35.6
"Psychiatric patient hospitalisations","S12000019","1 - most deprived","2016/17 to 2018/19 financial years; 3-year aggregates",48,298.7,218.8,397.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","2","2016/17 to 2018/19 financial years; 3-year aggregates",38,218.8,153.6,301.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","3","2016/17 to 2018/19 financial years; 3-year aggregates",40,232.7,164.8,318.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","4","2016/17 to 2018/19 financial years; 3-year aggregates",21.7,133.9,82,205.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2016/17 to 2018/19 financial years; 3-year aggregates",28,168.9,110.3,246.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2016/17 to 2018/19 financial years; 3-year aggregates",175.7,209.3,178.8,243.3,"Age-sex standardised rate per 100,000",41.1,-3.4,85.5,171.9,-14.1,358,19.6
"Psychiatric patient hospitalisations","S12000019","1 - most deprived","2017/18 to 2019/20 financial years; 3-year aggregates",47.3,293.2,214.5,390.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","2","2017/18 to 2019/20 financial years; 3-year aggregates",42.7,240.7,173.3,325.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","3","2017/18 to 2019/20 financial years; 3-year aggregates",43.7,248.6,178.7,336.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","4","2017/18 to 2019/20 financial years; 3-year aggregates",21.7,132.6,81.2,203.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","5 - least deprived","2017/18 to 2019/20 financial years; 3-year aggregates",27.3,166.5,107.9,244.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000019","Total","2017/18 to 2019/20 financial years; 3-year aggregates",182.7,215.1,184.5,249.3,"Age-sex standardised rate per 100,000",41.9,-0.7,84.5,180.2,-3.1,363.5,23
"Psychiatric patient hospitalisations","S12000020","1 - most deprived","2002/03 to 2004/05 financial years; 3-year aggregates",89.3,535.9,426.2,664.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","2","2002/03 to 2004/05 financial years; 3-year aggregates",53.7,350.4,248.3,475.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","3","2002/03 to 2004/05 financial years; 3-year aggregates",46.3,289.3,202.5,397.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","4","2002/03 to 2004/05 financial years; 3-year aggregates",56.3,333.2,247.3,438,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","5 - least deprived","2002/03 to 2004/05 financial years; 3-year aggregates",39,240.5,166.7,334.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","Total","2002/03 to 2004/05 financial years; 3-year aggregates",284.7,346.2,304.1,392.1,"Age-sex standardised rate per 100,000",43.7,-5.1,92.5,302.3,-35.5,640.1,31.2
"Psychiatric patient hospitalisations","S12000020","1 - most deprived","2003/04 to 2005/06 financial years; 3-year aggregates",89,531.8,422.6,659.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","2","2003/04 to 2005/06 financial years; 3-year aggregates",55.3,335,242.6,447.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","3","2003/04 to 2005/06 financial years; 3-year aggregates",48,290.5,207,394,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","4","2003/04 to 2005/06 financial years; 3-year aggregates",55.3,321.5,240.1,421,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","5 - least deprived","2003/04 to 2005/06 financial years; 3-year aggregates",36.7,219.5,148.9,309.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","Total","2003/04 to 2005/06 financial years; 3-year aggregates",284.3,336.4,296.2,380.4,"Age-sex standardised rate per 100,000",47,-3,97,316.1,-20.4,652.6,35.3
"Psychiatric patient hospitalisations","S12000020","1 - most deprived","2004/05 to 2006/07 financial years; 3-year aggregates",86.3,506,402.8,627.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","2","2004/05 to 2006/07 financial years; 3-year aggregates",51.3,300.1,218.6,400.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","3","2004/05 to 2006/07 financial years; 3-year aggregates",44.3,258.1,186.6,347.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","4","2004/05 to 2006/07 financial years; 3-year aggregates",55.3,318.8,238.4,417,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","5 - least deprived","2004/05 to 2006/07 financial years; 3-year aggregates",32,197.7,129.8,286.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","Total","2004/05 to 2006/07 financial years; 3-year aggregates",269.3,314.6,276.8,355.9,"Age-sex standardised rate per 100,000",46.8,-15.2,108.8,294.3,-95.8,684.4,37.4
"Psychiatric patient hospitalisations","S12000020","1 - most deprived","2005/06 to 2007/08 financial years; 3-year aggregates",87,499.1,397.9,617.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","2","2005/06 to 2007/08 financial years; 3-year aggregates",49,289.1,211.1,385.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","3","2005/06 to 2007/08 financial years; 3-year aggregates",42,242.6,173.7,329.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","4","2005/06 to 2007/08 financial years; 3-year aggregates",48,271.8,197.7,363.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","5 - least deprived","2005/06 to 2007/08 financial years; 3-year aggregates",28.7,182.7,117.2,269.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","Total","2005/06 to 2007/08 financial years; 3-year aggregates",254.7,296,259.6,335.9,"Age-sex standardised rate per 100,000",54.3,-6.5,115.2,321.7,-38.3,681.7,38.5
"Psychiatric patient hospitalisations","S12000020","1 - most deprived","2006/07 to 2008/09 financial years; 3-year aggregates",79.7,462.9,361.2,583.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","2","2006/07 to 2008/09 financial years; 3-year aggregates",48,289.8,210.5,388,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","3","2006/07 to 2008/09 financial years; 3-year aggregates",39,226.3,159.6,310.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","4","2006/07 to 2008/09 financial years; 3-year aggregates",39,220.3,153.8,304.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","5 - least deprived","2006/07 to 2008/09 financial years; 3-year aggregates",31.7,199.4,132.7,286.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","Total","2006/07 to 2008/09 financial years; 3-year aggregates",237.3,277.5,242,316.7,"Age-sex standardised rate per 100,000",53.5,-0.9,108,297.2,-4.9,599.3,28.7
"Psychiatric patient hospitalisations","S12000020","1 - most deprived","2007/08 to 2009/10 financial years; 3-year aggregates",73,411.1,317.7,522.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000020","2","2007/08 to 2009/10 financial years; 3-year aggregates",46.7,270.8,196.1,363.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
